aaab 昌明
yjhtr 計算器
yjhtu 計算出
yjhup 訊息
yjhur 運掉自如
yjhuw 新聞自由
yjhxh 連身
yjhxh 許身
yjhyj 斗篷
yjhyt 斗笠
yjied 剖蚌求珠
yjifb 避禍
yjifd 認賊為子
yjifk 認賊為父
yjifo 顰蹙
yjifs 運祚
yjihs 譯成
yjihs 連成
yjiir 玄辭冷語
yjimp 辨惑
yjioy 意料之外
yjioy 帝輦之下
yjiqb 龍章麟角
yjitb 避席
yjjap 文章宿老
yjjbc 率真
yjjbj 斗南
yjjbm 率直
yjjcn 計窮
yjjef 連繫
yjjeg 膚末支離
yjjfm 文章宗工
yjjfs 文章宗匠
yjjhw 評審
yjjij 運載
yjjij 連載
yjjji 運轉
yjjjk 計較
yjjjn 運輸
yjjka 譯者
yjjln 辦事
yjjmg 斗室
yjjmo 評定
yjjnc 辦事員
yjjnc 運輸費
yjjnd 運輸業
yjjni 運輸機
yjjnn 辦事處
yjjnt 運輸艦
yjjon 逸聞軼事
yjjon 遺聞軼事
yjjqr 避害
yjjty 避寒
yjjvd 辦案
yjjvm 刻翠裁紅
yjjvo 言辭安定
yjk 斗大
yjkb 計有
yjkht 迅猛
yjkok 迅疾
yjkpb 連帶
yjkrk 放聲大哭
yjldf 連襟
yjldk 連袂
yjlgm 計畫
yjlkr 計數器
yjll 連串
yjlmn 計劃
yjlna 計劃書
yjlnc 運費
yjlnc 計費
yjlnd 計劃案
yjlnw 計劃圖
yjlvk 運數
yjlvk 計數
yjlw 率由
yjmbf 竭澤而漁
yjmbi 連雲
yjmbw 迅雷
yjmcn 逸聞瑣事
yjmcn 遺聞瑣事
yjmdb 逸輩殊倫
yjmdu 連珠砲
yjmdu 連珠炮
yjmfb 率爾
yjmfb 遭逢不偶
yjmfc 許願
yjmfe 詐奸不及
yjmfj 充耳不聞
yjmfn 辦不到
yjmfn 意料不到
yjmfs 辦不成
yjmfu 辦不完
yjmge 運球
yjmge 連理枝
yjmgg 辦理
yjmgg 評理
yjmgg 連理
yjmgn 辦到
yjmgn 運到
yjmgv 連環
yjmhl 避邪
yjmiu 連雲港
yjmjj 連車平斗
yjmk 連天
yjmlb 避雨
yjmln 放辟邪侈
yjmln 放僻邪侈
yjmlr 毫末不札，將尋斧柯
yjmlr 豪末不掇，將成斧柯
yjmmh 退避三分
yjmmo 計次
yjmmp 避惡
yjmmr 退避三舍
yjmmr 避軍三捨
yjmnr 許可
yjmor 刻章琢句
yjmrt 許可證
yjmvi 連環套
yjmvj 連環計
yjmvm 連環畫
yjmwe 辛酸
yjmwj 避雷針
yjmwl 新澤西州
yjmwu 許配
yjmy 許下
yjmym 辯正
yjmym 辨正
yjmyo 記載下來
yjnau 避免
yjnau 辨色
yjnbq 辯解
yjnch 計斗負才
yjnd 聾子
yjnd 辮子
yjnd 卒子
yjndd 避孕藥
yjndv 剷草除根
yjnfa 遭逢際會
yjng 辛丑
yjnga 遺珥墜簪
yjnga 遺珥墮簪
yjnga 遺聲墜緒
yjnin 許多
yjnir 譯名
yjnir 諢名
yjnir 連名
yjnlo 連隊
yjnlo 率隊
yjnnb 詭計多端
yjnnn 許許多多
yjno 許久
yjnoe 連發
yjnqd 違章建築
yjnsd 避孕
yjnwf 章魚
yjo 運入
yjoab 遭逢會遇
yjoai 高峰會議
yjocj 運貨車
yjodb 棄車保帥
yjodc 遺聲餘價
yjohg 連任
yjohq 計件
yjoic 率領
yjoji 評傳
yjojr 評估
yjoll 評介
yjomc 評價
yjomc 率兵
yjomc 計價
yjoml 運命
yjomr 連合
yjond 運氣
yjoog 連坐
yjoos 運作
yjoos 連作
yjopc 辦貨
yjopc 運貨
yjoq 連年
yjoq 卒年
yjoqc 避債
yjork 造車合轍
yjosa 運作者
yjosd 認賊作子
yjosk 認賊作父
yjp 連心
yjpal 文章憎命
yjpbc 虛聲恫嚇
yjpbv 虛聲恫喝
yjphm 率性
yjpjc 許慎
yjpr 章句
yjpt 避世
yjpyv 連忙
yjq 連手
yjqap 遣辭措意
yjqcg 逃避責任
yjqeh 上竿掇梯
yjqhe 運搬
yjqjo 迅捷
yjqrm 逐末捨本
yjqve 連接線
yjqvr 連接詞
yjqyv 連接
yjrbc 譯員
yjrjt 主辦單位
yjrmm 聾啞
yjrsn 辨別
yjrsu 連號
yjrsu 訊號
yjsei 連屬
yjsfk 辯駁
yjsmv 連長
yjssi 文章巨公
yjstr 避匿
yjswf 高車駟馬
yjtaj 章草
yjtaw 卓蘭
yjtca 適逢其會
yjtcd 卒業
yjtci 適逢其時
yjtcr 詞華典贍
yjtem 雜草叢生
yjtgl 避難所
yjtja 譯著
yjtja 卓著
yjtjr 辛苦
yjtms 辛勤
yjtog 辯難
yjtog 避難
yjtrr 辛辛苦苦
yjtvg 連莊
yjtwc 卓蘭鎮
yjtyj 斗蓬
yjuu 辨出
yjuu 運出
yjuyj 文章山斗
yjvcm 連續性
yjvcn 連續劇
yjvcu 連續犯
yjvfb 連綿
yjvfc 連續
yjvfe 連線
yjvfe 連綴
yjvfk 譁變
yjvfr 辦結
yjvfr 連絡
yjvfr 連結
yjvfu 卓絕
yjvha 許婚
yjvil 評斷
yjvmx 文章經濟
yjvnd 辦好
yjvrj 連結車
yjvtc 避嫌
yjwcb 嬴奸買俏
yjwcm 連貫性
yjwfa 連阡累陌
yjwfc 連章累牘
yjwhr 計略
yjwjc 連貫
yjwl 逢甲
yjwla 連署
yjwld 六十甲子
yjwtc 卓異
yjwvf 連累
yjyad 辦桌
yjyba 辯論會
yjybb 論千論萬
yjybc 評論員
yjybo 評論家
yjyc 斗六
yjycb 斗六市
yjydl 迅速
yjydm 逐末棄本
yjyem 棄末返本
yjyeo 辯護人
yjyfi 通計熟籌
yjyfu 避就
yjyhl 逢迎
yjyhs 斗方
yjyia 評議會
yjyic 評述
yjyid 遊蜂戲蝶
yjyig 誨奸導淫
yjyin 遺聞逸事
yjyjj 連連
yjyjl 辛辣
yjyju 謾辭譁說
yjyk 譯文
yjym 連上
yjynb 連通
yjynd 甕聲甕氣
yjyok 連夜
yjypm 逐末忘本
yjyra 辨識
yjyra 卓識
yjyrb 辯論
yjyrb 評論
yjyrc 評選
yjyrd 計謀
yjyre 辯護
yjyrg 譯註
yjyri 評議
yjyri 計議
yjyrp 辨認
yjyrq 避諱
yjyrr 評語
yjyrr 連詞
yjyrr 許諾
yjyrt 辯證
yjyt 卓立
yjyta 譯音
yjyta 辨音
yjyti 辯證法
yjytk 運送
yjyua 新聞記者
yjyub 說千說萬
yjyuc 龍潭虎穴
yjyui 連記法
yjyuu 龍潭虎窟
yjyvn 言十妄九
yjyvo 辛亥
ykaa 文昌
ykaag 夜間班
ykaal 夜間部
ykab 文明
ykabd 夜明珠
ykabi 文明戲
ykadd 謾天昧地
ykaeh 逆天暴物
ykagi 誤時
ykahi 放影機
ykahl 交易所
ykahu 交易稅
ykaib 訓政時期
ykaip 畜牧時代
ykaka 遮天映日
ykakg 放映室
ykaki 放映機
ykalk 放映
ykam 文旦
ykamk 連更星夜
ykana 夜間
ykanf 誤闖
ykant 放開
ykanu 夜晚
ykanw 夜闌
ykaph 交易
ykaqb 放晴
ykauk 連更曉夜
ykavv 言笑晏晏
ykayf 夜景
ykbbj 文辭
ykbbt 文體
ykbci 旁文賸義
ykbcr 文具店
ykbcv 放賑
ykbd 文采
ykbhw 夜貓
ykbjj 敵軍
ykbmc 文具
ykbnr 放膽
ykbq 誤用
ykbq 效用
ykbug 敦睦
ykbui 識微見幾
ykbuv 放眼
ykbuv 識微見遠
ykbwd 夜貓子
ykc 獻金
ykchj 交鋒
ykcii 送錢
ykcnh 族弟
ykcta 交錯
ykcwd 計較錙銖
ykdd 文林
ykdfw 文檔
ykdfw 交杯酒
ykdh 文才
ykdkm 夜校生
ykdkr 交椅
ykdlv 敵樓
ykdoa 夜來香
ykdrw 新英格蘭
ykdto 敦樸
ykdvi 敵機
ykdyk 夜校
ykdys 放榜
yke 放水
ykebd 夜深
ykecw 齊天洪福
ykedo 誘敵深入
ykegi 效法
ykegi 文法
ykei 夜叉
ykei 交叉
ykeir 文治
ykeir 交叉點
ykeir 交叉口
ykeiv 放浪
ykemw 獻酒
yketq 放洋
ykeuu 交流電
ykeuu 交流道
ykeyh 交涉
ykeyu 交流
ykf 放火
ykf 文火
ykfeh 放爆竹
ykfff 夜鶯
ykffs 效勞
ykfhg 敦煌
ykfjf 連天烽火
ykfkc 族類
ykfmu 夜光
ykfpu 放炮
ykfq 夜半
ykfqn 誤判
ykfqu 交卷
ykfuf 夜光杯
ykfuv 夜光錶
ykg 文士
ykgah 夜場
ykgah 文場
ykgbm 夜壺
ykgej 放聲
ykgem 送報生
ykger 施政報告
ykgfo 送款
ykgfo 放款
ykgfo 交款
ykgi 送去
ykgik 談笑封侯
ykgje 誤報
ykgje 送報
ykgym 文壇
ykgyo 送走
ykgyo 放走
ykh 文竹
ykhau 交白卷
ykhbd 文學
ykhbd 放學
ykhbd 夜學
ykhdb 獻策
ykhdb 誤稱
ykhdb 文稿
ykhdj 文科
ykhdk 文學史
ykhdl 文學界
ykhdo 文學家
ykhdu 文學院
ykhes 獻殷勤
ykheu 此伏彼起
ykhfe 送秋波
ykhgr 文告
ykhhi 放射
ykhie 放射線
ykhim 放射性
ykhjf 遺臭千秋
ykhjq 遺臭千年
ykhkd 放牧地
ykhkd 通天徹地
ykhkk 連更徹夜
ykhlq 文筆
ykhmi 望文生義
ykhml 望文生訓
ykhmr 夜生活
ykhmr 遊牧生活
ykhnd 放風箏
ykhni 送風
ykhni 放風
ykhni 文風
ykhnm 談笑風生
ykhnv 言文行遠
ykhoe 敵後
ykhog 交往
ykhoi 交待
ykhom 識變從宜
ykhon 送行
ykhon 放行
ykhon 夜行
ykhop 文德
ykhpi 道微德薄
ykhq 放牛
ykhqg 放牛班
ykhqh 文物
ykhqi 敵我
ykhqj 交拜
ykhqk 放牧
ykhqm 放生
ykhqm 文生
ykhur 談笑自若
ykhur 談笑自如
ykhur 言笑自如
ykhur 言笑自若
ykhxc 交與
ykhxh 獻身
ykhyn 夜航
ykibp 效能
ykifl 送神
ykifp 文憑
ykift 獻禮
ykift 送禮
ykifu 敵視
ykiin 放冷箭
ykijb 文廟
ykijj 文庫
ykiku 效尤
ykiof 夜鷹
ykion 方便之門
ykion 遁天之刑
ykioo 逐臭之夫
ykioo 文獻之家
ykiop 效應
ykisc 計伏成戴
ykjav 邀宴
ykjcc 敦敦實實
ykjck 訣竅
ykjcm 夜空
ykjdd 文字學
ykjdh 毫髮未傷
ykjdk 文教
ykjdk 文字獄
ykjgd 充天塞地
ykjhf 誤寫
ykjhr 送客
ykjhr 敦默寡言
ykjid 旁收博采
ykjil 旁徵博引
ykjkn 文教處
ykjkp 送老
ykjks 文教區
ykjln 誤事
ykjmc 獻寶
ykjmd 放空氣
ykjmf 文宗
ykjmm 文宣
ykjmo 文定
ykjnd 文字
ykjqr 敵害
ykjrg 違天害理
ykjrn 交割
ykjrr 文官
ykjti 放寬
ykjvd 文案
ykjwc 敦實
ykjwj 夜車
ykk 放大
ykk 交大
ykkbb 諂笑脅肩
ykkbt 高文大冊
ykkce 誤殺
ykkcu 放大鏡
ykkdc 棄文存質
ykkds 主敬存誠
ykke 交友
ykkhu 虞犯
ykklg 放在
ykkoa 選美大會
ykkpp 哀莫大於心死
ykks 效力
ykksr 交加
ykkuc 逆天犯順
ykkwy 迷天大罪
ykkyj 放大率
ykkys 遺笑大方
ykkyu 迷天大謊
yklbv 放帳
yklga 文書
yklgg 謀謨帷幄
yklir 文蛤
yklk 文史
yklnc 文牘
ykloq 遵厭兆祥
yklp 效忠
yklwg 夜裡
yklyb 齊大非偶
ykm 放工
ykm 夜工
ykmad 敦厚
ykmbu 放電
ykmdd 高天厚地
ykmfb 遇缺不補
ykmff 豪放不羈
ykmff 處變不驚
ykmfk 毫髮不爽
ykmfr 言笑不苟
ykmft 放不開
ykmfy 放不下
ykmg 文王
ykmgg 夜班
ykmgg 交班
ykmgg 文理
ykmgn 送到
ykmgn 放到
ykmgn 交到
ykmhg 文雅
ykmkq 文天祥
ykmks 邀功
ykmmh 文武場
ykmmk 言文一致
ykmmp 交惡
ykmnc 送殯
ykmnp 送死
ykmnp 效死
ykmop 放恣
ykmpm 文武
ykmpo 上天不負苦心人
ykmr 文石
ykmro 放歌
ykmvm 交互
ykmwi 獻醜
ykmwu 交配
ykmwv 訣要
ykmy 放下
ykmyo 放下來
yknau 夜色
yknbi 誤觸
yknbq 誤解
yknd 送子
yknfp 交際花
yknfq 交際舞
yknlf 交際
yknmm 文弱
yknpp 虛美隱惡
yknqa 文建會
yknqd 說文解字
yknus 敦勉
yknvd 講文張字
yko 敵人
yko 誤人
yko 文人
yko 送人
yko 放入
yko 族人
ykocc 送貨員
ykodi 交付
ykofc 毫髮無損
ykofd 放鴿子
ykofn 遺臭無窮
ykofn 上天無路入地無門
ykogd 邀集
ykogd 交集
ykogd 文集
ykogd 上天入地
ykohg 放任
ykohq 文件
ykoib 文飾
ykoic 放領
ykoip 交代
ykoiv 誤食
ykoji 誤傳
ykokd 虎父無犬子
ykolm 文人畫
ykoma 誤會
ykoma 交會
ykomc 交兵
ykoml 送命
ykoml 效命
ykoml 交卸
ykomr 交合
ykond 送氣
ykond 放氣
ykond 文氣
ykoob 敦倫
ykooh 誤傷
ykoos 夜作
ykop 文化
ykopb 送人情
ykopc 送貨
ykopc 放貸
ykopc 交貨
ykopi 新故代謝
ykopl 文化界
ykopo 文化人
ykops 文化區
ykoqn 詐敗佯輸
ykora 識微知著
ykorb 遁天倍情
ykord 交保
ykore 放假
ykoro 敦促
ykosk 認敵作父
ykotq 邀舞
ykovh 造微入妙
ykovo 率獸食人
ykoyr 誤信
ykoyr 送信
ykoyr 虔信
ykp 虔心
ykp 放心
ykpck 誅故貰誤
ykpdg 違天悖理
ykpdo 違天悖人
ykpod 敵愾
ykpqb 敵情
ykpqb 交情
ykpr 文句
ykpt 奕世
ykpyv 放懷
ykq 敵手
ykq 放手
ykq 交手
ykqbd 文靜
ykqev 遺大投艱
ykqje 獻技
ykqkf 交換碼
ykqki 交換機
ykqnk 交換
ykqoa 交替
ykqul 棄故攬新
ykqyb 文摘
ykqyj 送掉
ykqyv 交接
ykrfb 放哨
ykriw 交戰國
ykrji 交戰
ykrmc 語笑喧闐
ykrmd 語笑喧呼
ykrmj 語笑喧嘩
ykrpk 遊牧民族
ykrsn 訣別
ykrsn 送別
yksbd 連天匝地
yksem 衣敝履空
yksew 送醫
yksfo 效驗
yksfs 效犬馬力
ykshi 放鬆
ykshu 交尾
yksiq 放肆
yksja 文職
yksjb 交臂
yksje 誤取
yksjs 敦聘
ykskh 柴天改物
ykski 柴天改玉
yksmv 族長
ykspp 放屁
ykspw 諱疾忌醫
yksrg 文聖
yksrq 族群
yktab 夜幕
yktbj 遺臭萬載
yktbn 敵前
yktbp 遺臭萬代
yktbq 遺臭萬年
yktbt 遺臭萬世
yktcb 誤期
yktcb 高文典策
yktcj 誇大其辭
yktcr 誇大其詞
yktct 效益
yktct 高文典冊
ykted 文藻
ykteh 放蕩
yktfv 章父薦屨
yktgi 獻藝
yktgi 敵對
yktgi 文藝
yktgi 文義
yktgo 交歡
yktil 文藝界
yktil 文藝節
yktim 詞嚴義正
yktiu 詞嚴義密
yktka 遮天蔽日
yktkr 夜警
yktlj 文革
yktmj 文華
yktms 夜勤
yktmt 送葬
yktop 獻花
yktqm 誤差
yktqm 交差
yktrk 虔敬
yktsn 烹犬藏弓
yktta 遮天蓋日
ykttd 遮天蓋地
yktw 夜曲
yktwm 文曲星
yku 文山
ykuu 獻出
ykuu 送出
ykuu 放出
ykuu 交出
ykuuo 放出來
ykvad 交響樂
ykvai 交響詩
ykvau 獻媚
ykvaw 交響曲
ykvfa 交織
ykvfd 毫髮絲粟
ykvfi 邀約
ykvfo 放縱
ykvfr 送給
ykvfr 交給
ykvfr 交結
ykvfy 送終
ykvhm 族姓
ykvil 虛文縟節
ykvit 虛文縟禮
ykviy 甕天蠡海
ykvks 誘掖獎勸
ykvld 識文斷字
ykvof 誤以為
ykvpa 夜總會
ykvrd 諱莫如深
ykvtb 交媾
ykvuu 文縐縐
ykwd 效果
ykwfr 誤點
ykwfr 交點
ykwfu 放黜
ykwgg 文墨
ykwim 敵國
ykwim 誤國
ykwlm 放置
ykwln 交界處
ykwol 交界
ykwp 文思
ykwr 送回
ykwr 放回
ykybb 放過
ykybb 文過
ykybb 交通網
ykybc 邀請賽
ykybd 談天論地
ykybe 交通線
ykybi 談文論藝
ykybj 交運
ykybj 交通車
ykybk 文獻
ykybl 交通部
ykybm 通文調武
ykybn 交通處
ykybs 交通局
ykybu 邀請函
ykybw 主文譎諫
ykycj 效顰
ykyck 送交
ykyck 亡矢遺鏃
ykydd 遮天迷地
ykydl 夜遊神
ykydu 送親
ykyed 謾天謾地
ykyfd 識文談字
ykygq 送達
ykyha 交迫
ykyhs 敵方
ykyid 放棄
ykyid 謝天謝地
ykyij 效率
ykyir 遺文逸句
ykyjk 紫微斗數
ykyka 文獻會
ykylb 夜市
ykylk 遠交近攻
ykyll 送故迎新
ykym 獻上
ykym 送上
ykym 交上
ykymo 放逐
ykymp 交誼廳
ykymr 放言
ykymr 文言
ykynb 交通
ykyoa 誇父逐日
ykyog 放進
ykypf 虎變龍蒸
ykypv 夜襲
ykyqd 通天達地
ykyqg 通文達理
ykyqg 通變達權
ykyqi 通文達藝
ykyqo 逆天違眾
ykyqt 通文達禮
ykyra 族譜
ykyra 誇父追日
ykyrb 邀請
ykyrb 敦請
ykyrc 文選
ykyrf 交談
ykyrh 誤謬
ykyrj 獻計
ykyrk 文言文
ykyrm 放誕
ykyrm 交誼
ykyro 文豪
ykyrp 誤認
ykyrp 交託
ykyrr 獻詞
ykyrr 送話器
ykyrs 虔誠
ykyti 文戲
ykytj 文章
ykytp 敵意
ykyud 談天說地
ykyud 譚天說地
ykyug 違天逆理
ykyui 誤導
ykyum 夜盲症
ykyum 棄文就武
ykyuu 文謅謅
ykyvb 族裔
ykyvc 誤餐費
ykyvk 近交遠攻
ykyvn 遁天妄行
ykyvu 文盲
ykyvu 夜盲
ykywv 送還
ykywv 交還
ykyyd 遨遊
ykyyd 夜遊
ykyyd 交遊
ykyyp 還政於民
yla 近日
ylado 近日來
ylahm 新星
ylaip 新時代
ylajd 新聞學
ylajf 新聞系
ylajg 新聞社
ylajl 新聞界
ylajp 新聞紙
ylajs 新聞局
ylan 部門
ylanj 新聞
ylawr 近日點
ylb 新月
ylbbj 訓辭
ylbhe 速賜康
ylbjj 新軍
ylbjr 剖析肝膽
ylbjt 誅斬賊盜
ylbkf 訢然
ylbti 近體詩
ylccu 新銳
ylcgr 高速鐵路
ylchb 離析分崩
ylcir 高速公路
ylcsh 部分
ylddi 新村
yldoo 近來
yldoo 新來
yldw 近東
yldye 辣椒
ylebn 高節清風
ylebu 新潮流
yledk 速決
ylegi 新法
ylehv 新派
ylejb 新潮
ylekt 離析渙奔
yleor 速洽
yleoy 近海
yleru 近況
yletu 新港
ylffr 新營
ylfmu 新光
ylfql 近鄰
ylfrb 新營市
ylgec 逐新趣異
ylgej 新聲
ylgfo 新款
ylggb 新臺幣
ylgi 逝去
ylgib 新埔
ylgis 新城
ylh 新竹
ylhaa 速簡
ylhai 望斷白雲
ylhbf 新竹縣
ylhbm 棄邪歸正
ylhbm 返邪歸正
ylhbn 新制
ylhdg 近程
ylhdn 近利
ylhds 新秀
ylhem 此界彼疆
ylhen 運斧般門
ylhfd 近乎
ylhfp 新愁
ylhmd 新生地
ylhml 新生界
ylhml 新生命
ylhmp 新生代
ylhmr 新生活
ylhmy 訓斥
ylhni 迎風
ylhom 棄邪從正
ylhoo 部從
ylhpg 新德里
ylhqm 新生
ylhss 新房
ylhtb 新血輪
ylhuk 夜郎自大
ylhxc 新興
ylhyb 新竹市
ylifr 新禧
ylifu 近視
ylifu 郊祀
ylihs 速成
yliil 新郎
ylilr 新郎官
yliof 甕中之鱉
ylioo 亡命之徒
yliot 龍斷之登
ylipm 新式
ylirb 新店市
ylirb 新台幣
ylirk 新店溪
ylisg 速成班
ylisn 運斤成風
ylit 訓戒
ylite 速度
yliuv 近視眼
yliyr 新店
yljca 迎神賽會
yljdk 新教
yljeq 迎擊
yljhf 速寫
yljka 逝者
yljmo 新家
yljnp 言中事隱
yljr 近古
ylkbm 詩中有畫
ylkbr 話中有話
ylkgj 通都大埠
ylkhd 逢甲大學
ylkmr 新奇
ylkng 新大陸
ylkre 新加坡
ylkru 通都大邑
yllbg 離鄉背土
yllbt 離鄉背井
ylleu 龍伸蠖屈
yllga 新書
yllhb 調神暢情
ylljs 貞節牌坊
yllle 新版
yllll 新片
yllmb 還鄉晝錦
yllmc 新貴
yllpc 棄甲曳兵
yllpn 斗折蛇行
ylmbe 近憂
ylmfv 六神不安
ylmgc 迅速確實
ylmha 新曆
ylmkd 新天地
ylmmf 訓示
ylmmi 過都歷塊
ylmmk 新政
ylmmk 訓政
ylmmu 連中三元
ylmng 新型
ylmop 新一代
ylmrt 龍斷可登
ylmtc 迎頭
ylmwl 迎面
ylmy 部下
ylnbq 新解
ylncn 棄甲負弩
ylncr 違鄉負俗
ylndi 郭子儀
ylneu 施命發號
ylnfq 新鮮
ylngm 新疆
ylnia 牽引附會
ylniy 郊外
ylnkq 新建
ylnlo 部隊
ylnlr 迎阿
ylnmu 新疆省
ylnov 部隊長
ylnqo 新鮮人
ylnrr 新名詞
ylnsb 遏漸防萌
ylnus 訓勉
ylo 新人
ylo 訓人
yloch 部份
ylodn 遺訓餘風
ylodo 新氣象
ylofc 新人類
ylofc 新新人類
ylofg 六神無主
ylohg 新任
ylohh 新人物
yloii 訓令
yloip 近代
ylois 訓飭
yloiv 速食
ylojv 遐州僻壤
ylokr 新知
ylolk 迎候
yloma 部會
ylomc 新兵
ylomr 迎合
yloni 棄甲倒戈
yloom 近似值
yloos 近作
ylop 新化
ylopc 新化鎮
ylopk 近代史
yloq 新年
yloq 近年
yloqo 近年來
ylorr 遠近知名
ylovo 近似
ylovr 速食店
ylovw 速食麵
yloyt 部位
ylpav 言近旨遠
ylpbg 近情理
ylpbi 近鄉情怯
ylpdc 新穎
ylppf 連州比縣
ylpqb 近情
ylpr 新句
ylpt 逝世
ylpt 近世
ylptl 新世界
ylq 新手
ylq 辣手
ylqap 迎春花
ylqav 言近指遠
ylqav 語近指遠
ylqei 棄甲投戈
ylqka 新春
ylqka 迎春
ylqke 新泰
ylqof 甕中捉鱉
ylqyv 迎接
ylrbc 部員
ylrji 迎戰
ylrmr 近路
ylrng 離鄉別土
ylrnt 離鄉別井
ylrrr 部品
ylrsg 近距離
ylrsl 連州跨郡
ylsdr 遠近馳名
ylsei 部屬
ylsev 迎娶
ylsfg 龍神馬壯
ylsjr 新居
ylsmg 新屋
ylsmv 部長
ylsrr 郊區
ylssu 通都巨邑
ylssw 新局面
yltcb 近期
ylter 部落
yltgb 新莊市
yltgo 新歡
ylthu 部首
yltjg 新華社
yltox 新舊
yltvg 新莊
yltw 部曲
yltwt 旁引曲證
ylujt 新豐
ylvcs 妾御績紡
ylvfb 新編
ylvfe 新綠
ylvfw 訓練
ylvgv 新裝
ylvha 新婚
ylviv 新娘
ylviw 辣醬
ylviw 近畿
ylvmi 部將
ylvmv 新妝
ylvov 新嫁娘
ylvrl 新姑爺
ylvrn 運斤如風
ylvsb 新婦
ylvue 新紀錄
ylvur 郭婉容
ylvuu 新紀元
ylvvd 新娘子
ylvwc 訓練費
ylvwg 訓練班
ylvwl 訓練所
ylwgn 郊野
ylwk 近因
ylwla 部署
ylybk 迎敵
ylybm 訓育組
ylybs 近旁
ylyck 新交
ylydl 迎新
ylydu 近親
ylydu 迎親
ylydv 逐近棄遠
ylydx 迎新棄舊
ylyhl 新近
ylyhl 郊迎
ylyib 訓育
ylyij 速率
ylyin 訓導處
ylyiv 訓導長
ylykd 新文學
ylyki 新文藝
ylykk 速效
ylykk 迎新送故
ylykl 近郊
ylykp 新文化
ylykx 迎新送舊
ylylb 新市
ylym 迎上
ylymc 龍御上賓
ylymh 近歲
ylyog 新進
ylypn 近處
ylypq 虎擲龍挐
ylypv 言近意遠
ylyrc 速讀
ylyrd 訓詁學
ylyre 新設
ylyri 新詩
ylyrn 語近詞冗
ylyrr 訓話
ylyrr 訓語
ylyrr 訓詁
ylyrr 訓詞
ylyrt 訓誡
ylyru 速記
ylyry 訓誨
ylysk 部族
ylysy 近於
ylyui 訓導
ylyyd 郊遊
ymab 証明
ymab 遷延日月
ymaci 過五關斬六將
ymahn 通工易事
ymaht 上昇
ymaia 遷延時日
ymalk 試映
ymalk 上映
ymamb 上星期
ymamg 產量
ymami 此一時彼一時
yman 上門
ymanr 試問
ymaoc 試題
ymaom 說一是一
ymaom 說一是一，說二是二
ymb 上月
ymbbj 虛辭
ymbbt 上體
ymbbw 遮三瞞四
ymbcu 虛脫
ymbfg 上膛
ymbje 上肢
ymbjo 退伍軍人
ymbq 試用
ymbuv 上眼
ymcfb 試銷
ymcfb 產銷
ymcmr 試金石
ymcnr 旌銘
ymcpr 上鉤
ymcyu 試鏡
ymdbu 上相
ymdge 遊竺權逯
ymdlv 上樓
ymdoo 上來
ymdtb 虛構
ymdtg 產權
ymdug 道殣相望
ymdui 衣缽相傳
ymdui 道殣相屬
ymdup 試想
ymduu 道殣相枕
ymdyk 上校
ymdys 上榜
yme 止水
yme 上水
ymeav 止渴
ymebd 虛浮
ymebf 追本溯源
ymedo 刻畫深入
ymedu 逼上梁山
ymeev 產婆
ymejc 試演
ymejc 上演
ymenv 上漲
ymeoy 上海
ymetb 上溯
ymetf 端本澄源
ymevp 虛生浪死
ymewo 上酒家
ymeyb 上海市
ymeyd 上游
ymeyu 上流
ymf 虛火
ymfbw 上當
ymfdp 虛榮心
ymfdw 試煉
ymfeu 離經叛道
ymffd 虛榮
ymfh 些少
ymfqh 上半場
ymfql 上半部
ymfqq 上半年
ymfqu 試卷
ymg 上士
ymgah 試場
ymgah 上場
ymgdb 邊疆地帶
ymgde 上坡
ymgej 虛聲
ymgej 上聲
ymgej 離本趣末
ymgfo 上款
ymgi 上去
ymgjc 上墳
ymgje 虛報
ymgjm 連二趕三
ymgpd 產地
ymgrg 上臺
ymgyu 止境
ymhal 旌節
ymhaw 遷延稽留
ymhbd 上學
ymhbf 認祖歸宗
ymhbt 止血
ymhbt 上算
ymhbu 逕自
ymhcg 遷延顧望
ymhda 上香
ymhdb 謔稱
ymhdb 上策
ymhdj 產科
ymhdk 聾啞學校
ymhdp 上乘
ymhdu 上稅
ymhdy 文江學海
ymhep 鹼性反應
ymhge 詆毀
ymhgi 上等
ymhhc 些須
ymhhl 產卵
ymhig 虐待狂
ymhjj 詳星拜斗
ymhjr 試管
ymhka 逕啟者
ymhkj 離本徼末
ymhky 通上徹下
ymhmr 產生器
ymhmu 產生出
ymhnc 龍翰鳳翼
ymhng 龍翔鳳躍
ymhng 龍翰鳳雛
ymhni 上風
ymhnm 龍翔鳳翥
ymhnq 龍翔鳳舞
ymhns 逞工衒巧
ymhnu 放誕風流
ymhoe 產後
ymhoi 虐待
ymhok 些微
ymhon 試行
ymhon 逕行
ymhon 上街
ymhon 上行
ymhqh 產物
ymhqm 產生
ymhqm 誕生
ymhqu 試看
ymhss 產房
ymhss 上房
ymht 上升
ymhtb 止血帶
ymhtl 旌卹
ymhtv 試算表
ymhui 遨翔自得
ymhup 止息
ymhxh 上身
ymhxu 些兒
ymhyn 試航
ymhyr 上船
ymibp 產能
ymid 上床
ymiej 棄本求末
ymifv 謙虛為懷
yming 逕庭
ymiog 上座
ymiol 過江之鯽
ymiou 文武之道
ymipw 調三惑四
ymir 上台
ymisd 欬唾成珠
